Tên Công Việc,Tên Công Ty,Lương,Địa Điểm,Hình Ảnh
Nhân Viên Quay Dựng Video/ Video Editor - Lương Cứng 10 - 12 Triệu,CÔNG TY TNHH NỘI THẤT BẢO LONG GLOBAL,10 - 12 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/6a40a35d9b85b15a397243325868ff88-65fa9175f0617.jpg
"Nhân Viên Tiếng Hàn Tại Phú Thọ / Biên Phiên Dịch Tiếng Hàn Quốc/ Hành Chính Văn Phòng, Trợ Lý (Phú Thọ)",Công ty TNHH Hanyang Digitech Vina,Thoả thuận,Hà Nội & 3 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-hanyang-digitech-vina-2ccca6b594453478cd3acf7717807fff-6684ff2065ff6.jpg
Chuyên Viên Kinh Doanh Dự Án - Không Yêu Cầu Kinh Nghiệm - Thu Nhập Hấp Dẫn - Tại Hải Phòng,Công ty CP King Zone Việt Nam,Thoả thuận,Hải Phòng,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-cp-king-zone-viet-nam-7d12c20f7e8449de18bec902ab4a82b5-66875bf988b0f.jpg
"GẤP
Trưởng Nhóm Kế Toán Tài Chính Mảng Spa Làm Đẹp Từ 15-20 Triệu+++",Phun Xăm Tự Nhiên Chance Kim,15 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/6723df757e6cb8ac6f9fa0e80b6ed375-6077ccb0ed3a8.jpg
Nhân Viên Kinh Doanh/ Telesales Ngành Logistic/ Xuất Nhập Khẩu (Tại Hà Nội/ Hồ Chí Minh),Công ty cổ phần Hợp Nhất Quốc tế,8 - 20 triệu,"Hà Nội, Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/9cShqCAjpP0D46RKhrOdl8gtwTOoGin5_1661761169____4b8d36df400e4ffca42e1a09d778c503.jpg
Chuyên Viên Đối Soát - Thu Nhập Hấp Dẫn - Đi Làm Ngay,CÔNG TY TNHH BUYMED,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-buymed-1ba6aba7f7826b149fe5e4a9fa9d32b1-643fab9038a9a.jpg
Giảng Viên Công Nghệ Thông Tin (Part-Time/Full-Time),Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
"HOT
Content Marketing Blockchain / Crypto Upto 20M",Attlas,Tới 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/attlas-6386b25530592.jpg
"Nhân Viên Biên Phiên Dịch Tiếng Nhật (Long Xuyên, An Giang - Thu Nhập: 15 - 24 Triệu) / Trợ Lý Tiếng Nhật",Công Ty TNHH Angimex-Kitoku,15 - 24 triệu,An Giang,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-angimex-kitoku-5f84ffcab1b6b.jpg
"Nhân Viên Kinh Doanh/ Telesale/Tư Vấn Giáo Dục - Data Có Sẵn, Tỉ Lệ Chốt Cao, Làm Giờ Hành Chính - Thu Nhập Upto 30 Triệu/Tháng",CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,Tới 30 triệu,"Hà Nội, Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/RbJ9FYs5xgk3u1JBX7C2yKshm0eR1QoX_1669364788____df1ca19345c25306e78c6441441981ca.png
Chuyên Viên Xử Lý Nợ Tố Tụng/ CVC / CVCC - Thu Nhập UpTo 25 Triệu (Chưa Có Kinh Nghiệm Được Đào Tạo),CÔNG TY CỔ PHẦN MBN JUPITER,13 - 25 triệu,Hà Nội & 11 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mbn-jupiter-957506af8202b66fc8386a1f2d2d2f4e-6666b26ba196a.jpg
"Nhân Viên Sales / Bán Hàng Trực Tiếp - Kênh TT Không Yêu Cầu Kinh Nghiệm - Trà Vinh, Vĩnh Long, Đồng Tháp",Công ty TNHH Lotte Việt Nam,7 - 10 triệu,Trà Vinh & 2 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-lotte-viet-nam-63a15c6fdb99a.jpg
"Quản Lý Bán Hàng Kênh OTC, Trưởng Phòng Kinh Doanh Kênh OTC Dược Phẩm (Thu Nhập Từ 30 Đến 50 Triệu)",CÔNG TY TNHH DƯỢC PHẨM THIÊN TRƯỜNG PHÚC,30 - 50 triệu,Hà Nội & 4 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/aa41836acf8d6319d65616992d0ffba1-6684abbc58ec9.jpg
Project Manager - Từ 3 Năm Kinh Nghiệm - Upto 60 Triệu,Beetechsoft,25 - 60 triệu,"Hà Nội, Đà Nẵng",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dich-vu-da-phuong-tien-va-cong-nghe-beetech-5edb6135d8060.jpg
Sale/ Nhân Viên Kinh Doanh/ Tư Vấn Bán Hàng (Thu Nhập Từ 30-50++ Triệu/ Tháng),CÔNG TY CP BẤT ĐỘNG SẢN TÂN SEN VÀNG GROUP,30 - 50 triệu,Bắc Ninh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-cp-bat-dong-san-tan-sen-vang-group-0968747d2f1b3c41ae15e93baa5ff2a9-66a8b9529ea45.jpg
Giám Sát Kinh Doanh - Tại Hồ Chí Minh - Thu Nhập Hấp Dẫn,CÔNG TY CỔ PHẦN AR,Thoả thuận,"Hồ Chí Minh, Hà Nội",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/YESljRyrtMhaPIGzN9tKvLDFDZ9QrdNq_1692865455____f80297227701c9bb3774a31e06179931.png
"GẤP
Nhân Viên Content - Đi Làm Ngay - Thu Nhập Từ 10 - 15 Triệu/ Tháng",Hộ Kinh Doanh Nguyễn Trung Định,10 - 15 triệu,Hà Nội,https://www.topcv.vn/v4/image/normal-company/logo_default.png
Nhân Viên Tiếng Trung,Công ty TNHH Wistron Infocomm Việt Nam,10 - 17 triệu,Hà Nam,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-wistron-infocomm-viet-nam-5f684b1b414a8.jpg
"GẤP
Senior Product Specialist",Công ty TNHH Go Beyond Vietnam,22 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-go-beyond-vietnam-84da4df323acdae96963d839bd5fc966-65a8a687e0c44.jpg
"Nhân Viên Kinh Doanh/ Tư Vấn Viên/ Sales, Thu Nhập Lên Đến 30 Triệu, Được Đào Tạo Chuyên Nghiệp Tại Hưng Yên",CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN THẾ GIỚI MỚI,20 - 30 triệu,Hưng Yên,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/jWOhYxZitxrfzalpFkYZmLJWFyt1lX4q_1721961437____ccfe9950699003b5f40deadb82409c48.jpg
Trưởng Nhóm Marketing - Content Tiktok Tại Hà Nội - Thu Nhập 12-18 Triệu (Đi Làm Ngay),Công ty TNHH Công nghệ và Dịch vụ 3T,12 - 18 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/BG5MmfbduDLFiYbkyZC8yVpqdHL6rhsV_1698657307____dc5aa15969cb07cd60cdacc018751f54.png
Giám Đốc Điều Hành - CLB Bóng Đá Thanh Niên HCM City,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam - LPBank,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ujPot2X7qbrMIBvsIaine8Rj71xvsGPi_1717560955____fa59c111317771f0b9409aefea9fac94.png
"GẤP
Golang Engineer/ Backend Golang",CÔNG TY TNHH HCL VIETNAM,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-hcl-vietnam-3fa4b08690d3d2fdea660022f2fbf861-66b59abdd4365.jpg
Technical Leader - Từ 5 Năm Kinh Nghiệm - Upto 60 Triệu,Beetechsoft,25 - 60 triệu,"Hà Nội, Đà Nẵng",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dich-vu-da-phuong-tien-va-cong-nghe-beetech-5edb6135d8060.jpg
"HOT
Kỹ Sư Kết Cấu Xây Dựng Thu Nhập Từ 10 -15 Triệu Tại Hà Nội",VIỆN KHOA HỌC CÔNG NGHỆ XÂY DỰNG (IBST),10 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/vien-khoa-hoc-cong-nghe-xay-dung-ibst-a5ae52101a9b619fc7df165748c88433-66037e136e9b3.jpg
Giảng Viên Kỹ Năng Mềm - PTCD BRVT,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
"HOT
Technical Support Engineer (600 - 1000 USD)","GRG Banking Equipment (HK) Co., Ltd","600 - 1,000 USD",Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/UP859ambhzR3UHvTo4Xmpog9UbLaXlcF_1686880363____821aee18f17fe467e0744c776835667d.png
Trưởng Phòng Kinh Doanh Tại Hà Nội (Thu Nhập 20 - 70 Triệu),CÔNG TY CỔ PHẦN NGÂN HÀNG TÓC VIỆT NAM,20 - 70 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/7b0f99cef01476e8179c35d039259676-66696d0c1f725.jpg
Giảng Viên Kỹ Năng Mềm - PTCD BRVT,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
Nhân Viên Marketing Ads - Apo Hair (Hà Nội),CÔNG TY CỔ PHẦN SARA QUỐC TẾ,8 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-sara-quoc-te-99b928d6245d5776881d35feb995b88e-6640aa16cc28b.jpg
Trưởng Phòng Kinh Doanh Tại Hà Nội (Thu Nhập 20 - 70 Triệu),CÔNG TY CỔ PHẦN NGÂN HÀNG TÓC VIỆT NAM,20 - 70 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/7b0f99cef01476e8179c35d039259676-66696d0c1f725.jpg
Nhân Viên Kinh Doanh/ Chăm Sóc Khách Hàng/ Tư Vấn Bán Hàng Tại Hà Nội (Thu Nhập Từ 10 - 20 Triệu),CÔNG TY TNHH CÔNG NGHỆ SONG HÙNG,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-song-hung-92e73bbe5a394a6e5d1d7d593e3bec9b-66b42f0951e33.jpg
Nhân Viên Kinh Doanh / Sales Excutive (Logistics/Chuyển Phát Nhanh) - Thu Nhập Đến 30Tr - Phúc Lợi Cao,Công ty cổ phần thương mại và chuyển phát nhanh Nội Bài - NETCO,10 - 30 triệu,Hà Nội & 7 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-thuong-mai-va-chuyen-phat-nhanh-noi-bai-netco-5d43fb85500d7.jpg
Giám Đốc Marketing,CÔNG TY TNHH THƯƠNG MẠI VIỆT THÁI,30 - 40 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-thuong-mai-viet-thai-63ef5a32ef819.jpg
QA/Tester Leader - Upto 40 Triệu - 3 Năm Kinh Nghiệm,Beetechsoft,25 - 40 triệu,"Hà Nội, Đà Nẵng",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dich-vu-da-phuong-tien-va-cong-nghe-beetech-5edb6135d8060.jpg
Nhân Viên (Nam) Thu Mua - Ngành May Mặc,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ JOB ASIA,8 - 11 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dau-tu-thuong-mai-dich-vu-job-asia-5d32a4515e55437cd4f490ed6932bbfa-66b470f35145a.jpg
Nhân Viên Kinh Doanh Logistics,Công ty Cổ phần KVN Logistics,10 - 30 triệu,Hà Nội & 2 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/KkDMR7dJogmbnX2gLwCK0O98tic84oHm_1648006954____5e2394fc0d5222db1dafb18dea8da6e4.png
"Thực Tập Sinh Tư Vấn (Thực Tập Sinh Kinh Doanh Chứng Khoán) Cơ Hội Thăng Tiến Rõ Ràng, Lên Chính Thức Lương Tối Thiểu 25M++",Công ty cổ phần chứng khoán VPS,10 - 50 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-chung-khoan-vps-5bb6c386f6e246f4e8119497c30b29ae-6544a213ef41e.jpg
Nhân Viên Quay Dựng Video/ Video Editor - Thu Nhập Hấp Dẫn Tại Hà Nội,CÔNG TY CỔ PHẦN HỌC VIỆN MINH TRÍ THÀNH,Thoả thuận,"Hà Nội, Bắc Ninh",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-hoc-vien-minh-tri-thanh-69478fc366598782e691acdeafecc096-666916f112408.jpg
Trợ Lý Ban Giám Đốc - Assistant Manager,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ AIA (VIỆT NAM),8 - 10 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/106245c62d9bfb6390241b6f82d725fd-658d4e7962c80.jpg
"Chuyên Viên / Trợ Lý Thẩm Định Giá Từ 1 Năm Kinh Nghiệm Tại 136 Hoàng Quốc Việt, Hà Nội - Thu Nhập Hấp Dẫn - Đi Làm Ngay",CÔNG TY TNHH TƯ VẤN VÀ KIỂM TOÁN QUỐC TẾ,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-tu-van-va-kiem-toan-quoc-te-7410faaebf6067dc0a6bc5f58230cb91-66b32b609bbd6.jpg
"GẤP
Nhân Viên Kinh Doanh/Tư Vấn Khách Hàng - Thu Nhập Từ 12 Triệu",CÔNG TY TNHH BẢO HIỂM NHÂN THỌ SUN LIFE VIỆT NAM,12 - 18 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-bao-hiem-nhan-tho-sun-life-viet-nam-63f734cfba45a.jpg
Data Engineer (DBA),Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/TookgFfkXGVGSlPM3ZImR07Uz4UDNz5U_1681297674____f10a3ab84434a4d2e12e0e24b30090ba.png
"GẤP
Nhân Viên Sale Tài Chính/ Sales / Nhân Viên Tư Vấn/ Nhân Viên Telesales / Nhân Viên Kinh Doanh (Việt Trì) Thu Nhập Từ 9 Triệu - 25 Triệu (Sẵn Data)",CÔNG TY CỔ PHẦN POWER MEMBERSHIP CARD,9 - 20 triệu,Phú Thọ,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-power-membership-card-c778b7d7f8b0d0399ed287504d264684-666faa38adca1.jpg
Giáo Viên Lịch Sử - PTCD BRVT,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
Nhân Viên Kinh Doanh Bất Động Sản Thổ Cư - Thu Nhập Trên 50 Triệu/Tháng - Không Cần Kinh Nghiệm,Công Ty Cổ Phần Dịch Vụ Và Đầu Tư Bất Động Sản Phố Xanh Group,50 - 100 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/gQZr4LoZpeZwAJPPQLNNKjA33xXV7A9h_1721794966____5155ae7ef4337a7da4e4b6a926e27f7d.png
Nhân Viên Quản Lý Khối Lớp Học / Điều Phối Lớp Học Của Trung Tâm Thu Nhập Lên Đến 15 Triệu,Công Ty TNHH Cmath Education,8 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/IireOTduoPwr6x90nli6MaRfcjoKGLUI_1679028853____1f8e30c635d1c9fb6bba819e43dde69e.jpg
"Chuyên Viên Kiểm Thử (Tester) [Hà Nội] - Thu Nhập Cạnh Tranh, Tối Thiểu 2 Năm Kinh Nghiệm",Ngân Hàng Bảo Việt,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ngan-hang-bao-viet-5937b34d972ad_rs.jpg
Chuyên Viên Bán Tài Sản Bảo Đảm BĐS - Ô Tô (Thu Nhập 15- 30 Triệu) Tại Hồ Chí Minh,CÔNG TY CỔ PHẦN MBN JUPITER,Tới 30 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mbn-jupiter-957506af8202b66fc8386a1f2d2d2f4e-6666b26ba196a.jpg
"HOT
Quản Lý Giám Sát Hệ Thống Nhà Hàng Nướng Panda BBQ (Nam) - Thu Nhập 18 Triệu ++ Thưởng Doanh Thu, Nhận Việc Ngay",CÔNG TY TNHH QUÁN NƯỚNG PANDA,Trên 18 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/gNdiuMHYp1y2k0n6ey8gFKFkcTrLaq39_1690772721____0d789e94af2f51924dfea058871f5455.jpg
Trưởng Phòng Sale Dịch Vụ Vận Chuyển Hàng Quốc Tế - Thu Nhập Từ 12 - 30 Triệu / Tháng,CÔNG TY CỔ PHẦN HT GLOBAL COMPANY,12 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/PTdzp6wmAYM8XfLIHscHoy8XyBvOluhd_1715564661____659c807a8026851bc295a6c365d51062.jpg
Nhân Viên Phát Triển Quan Hệ Đối Tác,Công ty TNHH 1C Việt Nam,"800 - 1,200 USD",Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/rP26CTKeC3az1BoIGYSQYkkk1SvRFPey_1679389630____8b922c7aaff0fad116bc64c9b7f3a5da.png
Kỹ Sư Thiết Bị SMT,Công ty TNHH Wistron Infocomm Việt Nam,10 - 17 triệu,Hà Nam,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-wistron-infocomm-viet-nam-5f684b1b414a8.jpg
Nhân Viên Tư Vấn Khách Hàng (Vũng Tàu) - Thu Nhập Đến 15 Triệu,Công ty TNHH Dịch Vụ BPO Center,7.5 - 15 triệu,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/F4JVtdfyrLgLPP2hbI2lEf8q8Ia5WTB2_1713328032____849f6c080ac477ff9f345c6d00ea1ab7.png
"Nhân Viên Kinh Doanh Nhập Hàng Trung Quốc Taobao, Tmall, 1688 (Thu Nhập Từ 8 Triệu Đến 40 Triệu)",CÔNG TY TNHH Á CHÂU LOGISTICS,8 - 40 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/p1zbHxl11YhvZADu6p95G2SYfV3fm7qd_1718701620____79c097bf69f5308662b5bf0238f2ffdc.jpg
Quản Lý Nhân Sự (Tiếng Trung) - Tại Đồng Nai,CÔNG TY TNHH DECHANG VIỆT NAM,Thoả thuận,Đồng Nai,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/76259c97e58ca41b12ac295105f19363-62f9ad3bd1777.jpg
"HOT
Nhân Viên Kinh Doanh/ Tư Vấn/ Sales / CSKH - Lương Upto 30 Triệu Tại Hà Nội",CÔNG TY CỔ PHẦN CÔNG NGHỆ HOMEGY,Tới 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/99e67182c8c3b71d2d61aba187199132-5fe2f86e3cf45.jpg
"GẤP
Nhân Viên Kinh Doanh Nguồn Hàng Trung Quốc Cho Shopee, Tiktok (Thu Nhập 8 - 35 Triệu)",CÔNG TY TNHH ALI LOGISTICS VIỆT NAM,8 - 35 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-ali-logistics-viet-nam-574ffa0271be33492bc658bd38a8068c-66232e161f9ee.jpg
DevOps Engineer,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/TookgFfkXGVGSlPM3ZImR07Uz4UDNz5U_1681297674____f10a3ab84434a4d2e12e0e24b30090ba.png
"TOP
Nhân Viên Văn Phòng Tiếng Nhật Mảng Dịch Vụ Nhà Mạng Internet (N3 Trở Lên, Không Yêu Cầu Kinh Nghiệm)",CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,10 - 13 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-transcosmos-viet-nam-5961d92dd08ff3673bd213e172710a39-65dd57faac12a.jpg
"GẤP
Nhân Viên Kinh Doanh/Tư Vấn Bán Hàng Ô Tô (Thu Nhập Từ 8 - 45 Triệu)",CÔNG TY TNHH MTV Ô TÔ TRƯỜNG HẢI THANH HÓA,8 - 45 triệu,"Thanh Hoá, Hà Nam",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-mtv-o-to-truong-hai-thanh-hoa-1ef692d0e5b0cd3318581960dbf8cf98-66ac385131b19.jpg
Kế Toán Tổng Hợp (Lương Từ 12-15 Triệu) - Tại Wespoint Nam Từ Liêm,CÔNG TY TNHH DƯỢC PHẨM ZIO PHARMA,12 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-duoc-pham-zio-pharma-9641ee9034e62d58301ae0a89f1ec41b-65d5d230a7f6a.jpg
Nhân Viên Phát Triển Thị Trường/ Phiên Dịch Tiếng Nhật (Thu Nhập Trên 1000$) Yêu Cầu Bắt Buộc Tiếng Nhật Từ N2,CÔNG TY CỔ PHẦN CUNG ỨNG NHÂN LỰC QUỐC TẾ POLIMEX,"Trên 1,000 USD",Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/eW2dAVMs8bfEU3AtnJBXQzaRbTuxwOkP_1712828860____933c36306003763669ab0054ee73bd92.jpg
Biên Phiên Dịch Tiếng Hàn - IT Comtor Tại Hồ Chí Minh Thu Nhập Cao,CÔNG TY TNHH ICONTECH,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-icontech-6059bbd24ad58.jpg
"GẤP
Nhân Viên Bán Hàng Kỹ Thuật (Đi Làm Ngay - Thu Nhập 15-25 Triệu/Tháng)",CÔNG TY CP ĐÁNH BÓNG KIM LOẠI LEKA,15 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-cp-danh-bong-kim-loai-leka-5ee32f12a8a2c.jpg
"Chuyên Viên Chính Phòng Tuân Thủ [Hà Nội] - Thu Nhập Cạnh Tranh, Tối Thiểu 2 Năm Kinh Nghiệm",Ngân Hàng Bảo Việt,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ngan-hang-bao-viet-5937b34d972ad_rs.jpg
Quản Đốc Xưởng Mỹ Phẩm - Củ Chi -Thu Nhập Hấp Dẫn - Đi Làm Ngay,CÔNG TY TNHH TM & DP HÙNG LỢI,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-tm-dp-hung-loi-63fea55d071dc.jpg
Nhân Viên Tư Vấn / Bán Hàng Qua Điện Thoại Sản Phẩm Dinh Dưỡng (Quận 12 - Fulltime -100% Tại Làm Tại Văn Phòng-Thu Nhập 9-18 Triệu/Tháng),Công ty TNHH Vietnam Concentrix Services,9 - 18 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-vietnam-concentrix-services-165cf58a545b20487fbc29fae6c1494f-66b1abeb65044.jpg
Nhân Viên Theo Dõi Đơn Hàng - Bắt Buộc Thành Thạo Tiếng Anh Hoặc Tiếng Trung Thu Nhập Lên Đến 20 Triệu,CÔNG TY TNHH HUIGEN PHÚ THỌ,Tới 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-huigen-phu-tho-4741b764f2e26b689e6353c210a703bb-66b1e8edd1a58.jpg
Kỹ Sư Thiết Kế - Thu Nhập Từ 10 Triệu - Hà Nội,"SUGIKO VIETNAM CO., LTD",Trên 10 triệu,"Hà Nội, Miền Bắc",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/sugiko-vietnam-co-ltd-60540514f257c.jpg
Giáo Viên Toán - PTCD BRVT,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
Kỹ Sư Lắp Đặt Thiết Bị Khoa Học Kỹ Thuật - 2 Năm Kinh Nghiệm_ Biết Tiếng Anh_ Đi Làm Ngay Tại Hà Nội ( Nghỉ T7-CN ),Công ty TNHH Thiết bị Hà Phương,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-thiet-bi-ha-phuong-e843c098557360b2432128b395fe4d9e-66b43808603ce.jpg
